KundenID;Geschlecht;Geburtsdatum;Adresse;PLZ;Ort
15221;weiblich;1947-03-16;Musterstraße 99;04109;Leipzig
15222;männlich;1986-11-11;Musterstraße 89;60311;Frankfurt
15223;weiblich;2006-11-05;Musterstraße 81;20095;Hamburg
15224;divers;2000-02-02;Musterstraße 49;80331;München
15225;weiblich;2009-07-02;Musterstraße 50;04109;Leipzig
15226;divers;1944-06-01;Musterstraße 72;60311;Frankfurt
15227;männlich;2003-04-18;Musterstraße 87;10115;Berlin
15228;weiblich;1970-05-07;Musterstraße 20;40213;Düsseldorf
15229;divers;1947-05-20;Musterstraße 98;45127;Essen
15230;divers;1993-04-21;Musterstraße 53;70173;Stuttgart
15231;männlich;2000-05-17;Musterstraße 26;45127;Essen
15232;weiblich;2006-12-17;Musterstraße 24;20095;Hamburg
15233;divers;1956-02-27;Musterstraße 76;70173;Stuttgart
15234;männlich;1985-02-15;Musterstraße 39;45127;Essen
15235;divers;1963-02-06;Musterstraße 79;44135;Dortmund
15236;divers;1992-01-06;Musterstraße 25;50667;Köln
15237;divers;1976-10-07;Musterstraße 74;04109;Leipzig
15238;weiblich;1957-12-23;Musterstraße 80;70173;Stuttgart
15239;divers;1986-12-20;Musterstraße 26;10115;Berlin
15240;divers;1958-10-30;Musterstraße 26;04109;Leipzig
15241;männlich;1998-01-12;Musterstraße 1;80331;München
15242;divers;1971-09-25;Musterstraße 29;10115;Berlin
15243;männlich;1977-11-06;Musterstraße 7;20095;Hamburg
15244;divers;1976-03-04;Musterstraße 40;44135;Dortmund
15245;männlich;1942-09-09;Musterstraße 1;44135;Dortmund
15246;weiblich;1967-01-08;Musterstraße 49;40213;Düsseldorf
15247;männlich;1973-12-11;Musterstraße 48;44135;Dortmund
15248;männlich;1977-08-20;Musterstraße 22;10115;Berlin
15249;divers;1961-07-18;Musterstraße 74;80331;München
15250;männlich;1994-08-02;Musterstraße 40;45127;Essen
15251;männlich;2001-10-01;Musterstraße 1;50667;Köln
15252;männlich;1968-08-18;Musterstraße 91;60311;Frankfurt
15253;divers;1998-04-28;Musterstraße 13;60311;Frankfurt
15254;weiblich;1962-05-12;Musterstraße 80;20095;Hamburg
15255;divers;1986-10-20;Musterstraße 41;10115;Berlin
15256;weiblich;2009-05-17;Musterstraße 40;50667;Köln
15257;divers;1979-06-01;Musterstraße 11;10115;Berlin
15258;weiblich;1944-03-31;Musterstraße 63;80331;München
15259;divers;1996-08-06;Musterstraße 66;45127;Essen
15260;weiblich;2004-11-23;Musterstraße 2;60311;Frankfurt
15261;männlich;2007-02-12;Musterstraße 82;45127;Essen
15262;männlich;1954-11-06;Musterstraße 12;60311;Frankfurt
15263;männlich;1951-04-24;Musterstraße 99;04109;Leipzig
15264;divers;1984-02-15;Musterstraße 69;45127;Essen
15265;männlich;2009-02-16;Musterstraße 86;45127;Essen
15266;divers;1952-10-25;Musterstraße 27;20095;Hamburg
15267;männlich;2005-01-30;Musterstraße 79;50667;Köln
15268;divers;1992-11-12;Musterstraße 93;40213;Düsseldorf
15269;divers;2004-08-21;Musterstraße 93;44135;Dortmund
15270;weiblich;2007-08-14;Musterstraße 3;60311;Frankfurt
15271;männlich;1973-09-23;Musterstraße 86;45127;Essen
15272;weiblich;1970-02-10;Musterstraße 81;80331;München
15273;männlich;1998-09-08;Musterstraße 58;45127;Essen
15274;weiblich;1957-06-22;Musterstraße 2;45127;Essen
15275;divers;1962-04-25;Musterstraße 5;04109;Leipzig
15276;weiblich;1967-02-24;Musterstraße 57;20095;Hamburg
15277;divers;1986-06-27;Musterstraße 53;20095;Hamburg
15278;weiblich;1992-05-09;Musterstraße 17;80331;München
15279;männlich;1987-07-31;Musterstraße 1;04109;Leipzig
15280;männlich;1964-09-10;Musterstraße 20;50667;Köln
15281;divers;1978-12-15;Musterstraße 90;50667;Köln
15282;weiblich;1958-09-08;Musterstraße 24;70173;Stuttgart
15283;divers;1984-09-22;Musterstraße 95;20095;Hamburg
15284;divers;2000-10-01;Musterstraße 38;40213;Düsseldorf
15285;männlich;1955-10-31;Musterstraße 20;45127;Essen
15286;weiblich;1985-01-19;Musterstraße 1;40213;Düsseldorf
15287;divers;2009-12-12;Musterstraße 42;60311;Frankfurt
15288;weiblich;2001-12-20;Musterstraße 66;60311;Frankfurt
15289;divers;1985-01-10;Musterstraße 69;40213;Düsseldorf
15290;männlich;1960-03-29;Musterstraße 76;50667;Köln
15291;weiblich;1953-11-15;Musterstraße 22;44135;Dortmund
15292;weiblich;1982-10-21;Musterstraße 86;44135;Dortmund
15293;weiblich;1943-05-20;Musterstraße 74;80331;München
15294;männlich;2001-07-27;Musterstraße 48;80331;München
15295;weiblich;1960-11-23;Musterstraße 47;20095;Hamburg
15296;männlich;2005-12-16;Musterstraße 85;80331;München
15297;männlich;1980-06-08;Musterstraße 27;20095;Hamburg
15298;weiblich;1965-02-16;Musterstraße 61;50667;Köln
15299;männlich;1952-06-10;Musterstraße 1;45127;Essen
15300;divers;1965-08-14;Musterstraße 45;60311;Frankfurt
15301;divers;1973-02-12;Musterstraße 27;70173;Stuttgart
15302;männlich;1950-10-09;Musterstraße 78;04109;Leipzig
15303;divers;1999-11-20;Musterstraße 56;10115;Berlin
15304;weiblich;1970-05-13;Musterstraße 9;44135;Dortmund
15305;weiblich;1984-09-06;Musterstraße 28;20095;Hamburg
15306;männlich;1945-01-13;Musterstraße 70;40213;Düsseldorf
15307;divers;2008-04-21;Musterstraße 49;50667;Köln
15308;divers;1963-02-13;Musterstraße 73;80331;München
15309;weiblich;1975-04-16;Musterstraße 6;40213;Düsseldorf
15310;divers;1984-12-12;Musterstraße 81;80331;München
15311;männlich;1981-11-11;Musterstraße 54;20095;Hamburg
15312;weiblich;1967-02-03;Musterstraße 45;60311;Frankfurt
15313;divers;1975-10-28;Musterstraße 33;44135;Dortmund
15314;divers;1975-03-05;Musterstraße 75;80331;München
15315;weiblich;1976-09-16;Musterstraße 42;04109;Leipzig
15316;weiblich;2001-05-14;Musterstraße 64;40213;Düsseldorf
15317;männlich;1997-08-19;Musterstraße 80;60311;Frankfurt
15318;männlich;1976-09-05;Musterstraße 54;20095;Hamburg
15319;männlich;1991-11-15;Musterstraße 56;60311;Frankfurt
15320;divers;1973-06-25;Musterstraße 9;10115;Berlin
15321;männlich;1949-06-04;Musterstraße 51;80331;München
15322;weiblich;1976-09-14;Musterstraße 98;70173;Stuttgart
15323;weiblich;1941-01-21;Musterstraße 78;04109;Leipzig
15324;männlich;1970-05-26;Musterstraße 10;44135;Dortmund
15325;männlich;1997-05-04;Musterstraße 94;10115;Berlin
15326;divers;2007-02-07;Musterstraße 70;80331;München
15327;männlich;2003-01-06;Musterstraße 25;40213;Düsseldorf
15328;männlich;1960-04-17;Musterstraße 31;40213;Düsseldorf
15329;weiblich;1978-01-03;Musterstraße 73;44135;Dortmund
15330;männlich;1999-04-15;Musterstraße 37;60311;Frankfurt
15331;divers;1998-03-21;Musterstraße 41;70173;Stuttgart
15332;männlich;1951-05-14;Musterstraße 86;04109;Leipzig
15333;männlich;1963-06-08;Musterstraße 84;20095;Hamburg
15334;männlich;1974-09-05;Musterstraße 56;70173;Stuttgart
15335;weiblich;1945-07-17;Musterstraße 88;80331;München
15336;divers;1945-09-24;Musterstraße 22;50667;Köln
15337;divers;1987-07-02;Musterstraße 32;80331;München
15338;männlich;1947-09-30;Musterstraße 67;60311;Frankfurt
15339;männlich;1965-07-29;Musterstraße 53;50667;Köln
15340;divers;1940-02-07;Musterstraße 22;20095;Hamburg
15341;divers;1976-04-22;Musterstraße 82;04109;Leipzig
15342;männlich;1948-03-22;Musterstraße 20;20095;Hamburg
15343;männlich;1946-03-18;Musterstraße 55;80331;München
15344;weiblich;1987-02-21;Musterstraße 15;44135;Dortmund
15345;weiblich;1974-09-25;Musterstraße 35;20095;Hamburg
15346;männlich;1994-11-27;Musterstraße 21;50667;Köln
15347;divers;1986-05-02;Musterstraße 99;40213;Düsseldorf
15348;männlich;1951-11-27;Musterstraße 40;45127;Essen
15349;divers;1957-07-24;Musterstraße 86;20095;Hamburg
15350;männlich;1989-05-21;Musterstraße 53;60311;Frankfurt
15351;weiblich;1982-04-23;Musterstraße 67;10115;Berlin
15352;weiblich;1999-06-11;Musterstraße 30;44135;Dortmund
15353;divers;1966-05-08;Musterstraße 4;20095;Hamburg
15354;divers;2006-03-10;Musterstraße 54;04109;Leipzig
15355;divers;1963-08-09;Musterstraße 86;50667;Köln
15356;weiblich;1986-10-27;Musterstraße 31;10115;Berlin
15357;männlich;1952-10-20;Musterstraße 65;40213;Düsseldorf
15358;divers;2000-09-27;Musterstraße 69;44135;Dortmund
15359;weiblich;1965-07-15;Musterstraße 71;20095;Hamburg
15360;männlich;1989-05-30;Musterstraße 26;40213;Düsseldorf
15361;weiblich;1989-04-10;Musterstraße 99;80331;München
15362;männlich;1964-09-25;Musterstraße 82;50667;Köln
15363;weiblich;1977-03-06;Musterstraße 37;10115;Berlin
15364;weiblich;1945-12-26;Musterstraße 86;60311;Frankfurt
15365;weiblich;1978-09-11;Musterstraße 28;80331;München
15366;männlich;1957-07-16;Musterstraße 40;04109;Leipzig
15367;männlich;2002-04-05;Musterstraße 23;60311;Frankfurt
15368;weiblich;1992-01-25;Musterstraße 7;45127;Essen
15369;weiblich;1998-06-17;Musterstraße 38;40213;Düsseldorf
15370;divers;1994-10-19;Musterstraße 83;80331;München
15371;weiblich;2009-03-13;Musterstraße 41;20095;Hamburg
15372;männlich;1964-03-06;Musterstraße 65;45127;Essen
15373;männlich;2001-08-08;Musterstraße 12;70173;Stuttgart
15374;männlich;2000-07-28;Musterstraße 69;10115;Berlin
15375;divers;1987-09-17;Musterstraße 48;04109;Leipzig
15376;divers;2006-11-20;Musterstraße 73;60311;Frankfurt
15377;divers;2000-04-24;Musterstraße 77;10115;Berlin
15378;männlich;1978-07-07;Musterstraße 21;60311;Frankfurt
15379;divers;1975-11-06;Musterstraße 56;70173;Stuttgart
15380;weiblich;1980-03-08;Musterstraße 84;60311;Frankfurt
15381;weiblich;1955-02-22;Musterstraße 13;04109;Leipzig
15382;weiblich;1983-01-14;Musterstraße 65;44135;Dortmund
15383;divers;1981-05-20;Musterstraße 68;50667;Köln
15384;weiblich;1994-05-31;Musterstraße 22;20095;Hamburg
15385;divers;1976-12-08;Musterstraße 17;45127;Essen
15386;männlich;1981-09-16;Musterstraße 12;70173;Stuttgart
15387;weiblich;1952-05-04;Musterstraße 75;80331;München
15388;männlich;1989-05-23;Musterstraße 87;60311;Frankfurt
15389;weiblich;1974-03-23;Musterstraße 32;80331;München
15390;männlich;2003-06-23;Musterstraße 42;80331;München
15391;weiblich;1975-07-11;Musterstraße 12;40213;Düsseldorf
15392;weiblich;1952-05-04;Musterstraße 85;10115;Berlin
15393;divers;1963-11-16;Musterstraße 91;20095;Hamburg
15394;weiblich;1993-03-13;Musterstraße 43;10115;Berlin
15395;divers;1975-10-31;Musterstraße 2;40213;Düsseldorf
15396;divers;2000-09-06;Musterstraße 94;80331;München
15397;divers;2003-12-20;Musterstraße 35;50667;Köln
15398;weiblich;1941-03-13;Musterstraße 56;40213;Düsseldorf
15399;männlich;2006-06-19;Musterstraße 21;20095;Hamburg
15400;männlich;1961-03-27;Musterstraße 80;44135;Dortmund
15401;männlich;1983-11-30;Musterstraße 22;04109;Leipzig
15402;männlich;2000-06-18;Musterstraße 51;50667;Köln
15403;divers;1951-10-11;Musterstraße 16;80331;München
15404;männlich;1966-07-15;Musterstraße 58;04109;Leipzig
15405;männlich;1953-03-23;Musterstraße 54;40213;Düsseldorf
15406;weiblich;1962-08-03;Musterstraße 56;10115;Berlin
15407;weiblich;1988-08-26;Musterstraße 65;20095;Hamburg
15408;divers;2007-05-08;Musterstraße 75;04109;Leipzig
15409;weiblich;1951-03-24;Musterstraße 4;70173;Stuttgart
15410;divers;1943-11-22;Musterstraße 98;10115;Berlin
15411;divers;1965-02-25;Musterstraße 11;60311;Frankfurt
15412;männlich;2000-08-17;Musterstraße 18;10115;Berlin
15413;männlich;1948-03-18;Musterstraße 26;50667;Köln
15414;divers;2006-02-05;Musterstraße 47;04109;Leipzig
15415;männlich;2002-09-29;Musterstraße 27;60311;Frankfurt
15416;männlich;1952-03-24;Musterstraße 88;10115;Berlin
15417;weiblich;1991-05-11;Musterstraße 90;60311;Frankfurt
15418;weiblich;1987-01-29;Musterstraße 66;50667;Köln
15419;divers;1972-07-11;Musterstraße 55;50667;Köln
15420;männlich;1997-11-11;Musterstraße 61;10115;Berlin
15421;divers;1960-11-03;Musterstraße 13;20095;Hamburg
15422;weiblich;1946-02-21;Musterstraße 53;44135;Dortmund
15423;männlich;1945-03-24;Musterstraße 33;50667;Köln
15424;männlich;1973-04-02;Musterstraße 98;60311;Frankfurt
15425;divers;1960-12-25;Musterstraße 32;44135;Dortmund
15426;divers;1941-01-07;Musterstraße 59;70173;Stuttgart
15427;männlich;1946-05-24;Musterstraße 35;04109;Leipzig
15428;divers;1950-10-27;Musterstraße 18;10115;Berlin
15429;divers;2004-06-03;Musterstraße 26;70173;Stuttgart
15430;weiblich;1961-10-17;Musterstraße 36;10115;Berlin
15431;weiblich;1979-03-02;Musterstraße 56;45127;Essen
15432;weiblich;1977-05-02;Musterstraße 36;10115;Berlin
15433;weiblich;1974-01-24;Musterstraße 74;20095;Hamburg
15434;weiblich;1967-05-21;Musterstraße 76;20095;Hamburg
15435;divers;1983-11-09;Musterstraße 73;60311;Frankfurt
15436;weiblich;1967-10-11;Musterstraße 88;45127;Essen
15437;weiblich;1995-08-04;Musterstraße 63;10115;Berlin
15438;männlich;1981-01-28;Musterstraße 68;80331;München
15439;männlich;1960-10-15;Musterstraße 58;04109;Leipzig
15440;weiblich;1972-10-11;Musterstraße 88;10115;Berlin
15441;divers;2003-09-17;Musterstraße 24;20095;Hamburg
15442;weiblich;1957-02-16;Musterstraße 17;40213;Düsseldorf
15443;weiblich;2008-02-15;Musterstraße 51;50667;Köln
15444;weiblich;1986-09-29;Musterstraße 96;10115;Berlin
15445;weiblich;1949-11-23;Musterstraße 54;70173;Stuttgart
15446;divers;2006-04-19;Musterstraße 85;10115;Berlin
15447;weiblich;1954-07-08;Musterstraße 68;50667;Köln
15448;divers;1968-08-08;Musterstraße 6;45127;Essen
15449;weiblich;1984-06-14;Musterstraße 36;50667;Köln
15450;weiblich;1941-10-15;Musterstraße 41;80331;München
15451;divers;2007-07-09;Musterstraße 68;60311;Frankfurt
15452;männlich;1962-08-03;Musterstraße 17;45127;Essen
15453;weiblich;1965-07-07;Musterstraße 68;44135;Dortmund
15454;divers;1991-02-06;Musterstraße 35;50667;Köln
15455;divers;1979-07-05;Musterstraße 16;44135;Dortmund
15456;divers;2005-05-24;Musterstraße 39;44135;Dortmund
15457;männlich;1954-05-22;Musterstraße 32;44135;Dortmund
15458;weiblich;1940-12-13;Musterstraße 60;04109;Leipzig
15459;divers;1961-09-18;Musterstraße 57;60311;Frankfurt
15460;divers;1960-12-02;Musterstraße 75;40213;Düsseldorf
15461;divers;1984-06-24;Musterstraße 86;20095;Hamburg
15462;weiblich;1993-05-26;Musterstraße 44;70173;Stuttgart
15463;divers;1983-08-09;Musterstraße 18;70173;Stuttgart
15464;divers;1976-09-26;Musterstraße 5;50667;Köln
15465;divers;1987-04-23;Musterstraße 80;70173;Stuttgart
15466;divers;2004-04-07;Musterstraße 19;20095;Hamburg
15467;männlich;1955-01-02;Musterstraße 18;70173;Stuttgart
15468;weiblich;1963-10-16;Musterstraße 67;45127;Essen
15469;männlich;1997-01-24;Musterstraße 84;44135;Dortmund
15470;divers;1992-05-17;Musterstraße 69;45127;Essen
15471;männlich;1976-10-07;Musterstraße 15;45127;Essen
15472;divers;1963-06-30;Musterstraße 9;04109;Leipzig
15473;weiblich;1981-02-09;Musterstraße 98;20095;Hamburg
15474;divers;1951-11-28;Musterstraße 11;45127;Essen
15475;männlich;1971-11-17;Musterstraße 67;10115;Berlin
15476;divers;1979-03-15;Musterstraße 7;44135;Dortmund
15477;divers;1942-03-08;Musterstraße 69;80331;München
15478;divers;1987-11-24;Musterstraße 16;40213;Düsseldorf
15479;weiblich;1965-07-09;Musterstraße 93;20095;Hamburg
15480;divers;2003-01-19;Musterstraße 48;44135;Dortmund
15481;weiblich;1985-04-28;Musterstraße 39;04109;Leipzig
15482;divers;1949-12-28;Musterstraße 88;10115;Berlin
15483;männlich;1994-09-18;Musterstraße 27;45127;Essen
15484;weiblich;1977-05-27;Musterstraße 71;60311;Frankfurt
15485;weiblich;1978-01-07;Musterstraße 93;45127;Essen
15486;weiblich;1989-10-15;Musterstraße 64;40213;Düsseldorf
15487;männlich;2003-08-13;Musterstraße 81;50667;Köln
15488;männlich;1955-06-02;Musterstraße 83;60311;Frankfurt
15489;divers;1995-05-26;Musterstraße 81;20095;Hamburg
15490;divers;1988-10-24;Musterstraße 35;44135;Dortmund
15491;divers;1986-12-05;Musterstraße 78;10115;Berlin
15492;divers;1962-03-15;Musterstraße 31;20095;Hamburg
15493;männlich;1952-06-04;Musterstraße 21;70173;Stuttgart
15494;weiblich;1959-05-06;Musterstraße 15;04109;Leipzig
15495;weiblich;1965-11-12;Musterstraße 53;50667;Köln
15496;divers;1944-06-17;Musterstraße 24;40213;Düsseldorf
15497;divers;1995-09-28;Musterstraße 48;80331;München
15498;männlich;1999-09-23;Musterstraße 72;10115;Berlin
15499;weiblich;1960-04-23;Musterstraße 21;80331;München
15500;weiblich;1999-09-24;Musterstraße 40;50667;Köln
15501;männlich;2000-09-07;Musterstraße 13;50667;Köln
15502;männlich;1990-06-01;Musterstraße 63;60311;Frankfurt
15503;männlich;1999-11-15;Musterstraße 79;10115;Berlin
15504;männlich;1975-05-03;Musterstraße 63;80331;München
15505;weiblich;1992-07-01;Musterstraße 19;60311;Frankfurt
15506;männlich;1941-03-19;Musterstraße 71;10115;Berlin
15507;divers;1961-09-29;Musterstraße 63;44135;Dortmund
15508;männlich;2005-10-05;Musterstraße 82;45127;Essen
15509;divers;1987-03-29;Musterstraße 70;45127;Essen
15510;divers;1955-03-21;Musterstraße 53;50667;Köln
15511;weiblich;1992-07-12;Musterstraße 76;45127;Essen
15512;weiblich;2004-03-24;Musterstraße 94;80331;München
15513;männlich;1979-12-30;Musterstraße 28;80331;München
15514;männlich;2009-09-17;Musterstraße 76;10115;Berlin
15515;weiblich;1967-04-22;Musterstraße 5;50667;Köln
15516;weiblich;1942-04-05;Musterstraße 85;80331;München
15517;divers;1982-09-28;Musterstraße 46;04109;Leipzig
15518;weiblich;1980-02-08;Musterstraße 38;50667;Köln
15519;männlich;1953-08-03;Musterstraße 48;50667;Köln
15520;männlich;1942-09-17;Musterstraße 96;44135;Dortmund
15521;weiblich;1954-10-25;Musterstraße 71;20095;Hamburg
15522;weiblich;1976-07-18;Musterstraße 68;44135;Dortmund
15523;männlich;1993-04-30;Musterstraße 79;44135;Dortmund
15524;weiblich;1976-12-12;Musterstraße 61;10115;Berlin
15525;divers;1944-05-06;Musterstraße 52;70173;Stuttgart
15526;divers;1971-01-19;Musterstraße 55;45127;Essen
15527;weiblich;1947-01-14;Musterstraße 85;44135;Dortmund
15528;divers;1946-10-01;Musterstraße 4;40213;Düsseldorf
15529;weiblich;1962-01-18;Musterstraße 28;04109;Leipzig
15530;divers;1961-04-13;Musterstraße 67;70173;Stuttgart
15531;männlich;1989-06-02;Musterstraße 57;20095;Hamburg
15532;weiblich;1949-06-27;Musterstraße 20;40213;Düsseldorf
15533;divers;2005-03-14;Musterstraße 57;20095;Hamburg
15534;männlich;1999-04-13;Musterstraße 36;04109;Leipzig
15535;divers;1990-01-09;Musterstraße 85;20095;Hamburg
15536;weiblich;1970-09-21;Musterstraße 16;40213;Düsseldorf
15537;männlich;1985-06-13;Musterstraße 54;45127;Essen
15538;weiblich;1946-07-29;Musterstraße 76;44135;Dortmund
15539;weiblich;1992-06-15;Musterstraße 47;60311;Frankfurt
15540;divers;1994-05-10;Musterstraße 60;04109;Leipzig
15541;divers;1967-08-03;Musterstraße 99;45127;Essen
15542;divers;1952-02-23;Musterstraße 76;04109;Leipzig
15543;divers;1963-06-16;Musterstraße 3;50667;Köln
15544;divers;1952-04-19;Musterstraße 66;70173;Stuttgart
15545;weiblich;2001-10-21;Musterstraße 67;40213;Düsseldorf
15546;männlich;1962-03-14;Musterstraße 30;10115;Berlin
15547;divers;1986-10-14;Musterstraße 23;45127;Essen
15548;divers;1967-07-09;Musterstraße 23;44135;Dortmund
15549;weiblich;1961-11-16;Musterstraße 51;50667;Köln
15550;weiblich;2002-11-29;Musterstraße 31;04109;Leipzig
15551;weiblich;1962-08-14;Musterstraße 4;44135;Dortmund
15552;divers;2007-01-20;Musterstraße 63;40213;Düsseldorf
15553;weiblich;1947-09-08;Musterstraße 26;80331;München
15554;männlich;2000-10-15;Musterstraße 43;80331;München
15555;divers;2007-02-09;Musterstraße 42;40213;Düsseldorf
15556;männlich;1941-09-25;Musterstraße 92;40213;Düsseldorf
15557;divers;1978-01-11;Musterstraße 36;04109;Leipzig
15558;divers;1948-02-27;Musterstraße 9;04109;Leipzig
15559;divers;1975-12-22;Musterstraße 20;70173;Stuttgart
15560;weiblich;1999-04-05;Musterstraße 39;45127;Essen
15561;divers;1956-03-15;Musterstraße 92;44135;Dortmund
15562;weiblich;2008-06-15;Musterstraße 82;70173;Stuttgart
15563;weiblich;1947-07-18;Musterstraße 96;80331;München
15564;divers;1993-05-26;Musterstraße 89;40213;Düsseldorf
15565;männlich;1974-11-29;Musterstraße 59;80331;München
15566;männlich;1954-10-06;Musterstraße 5;44135;Dortmund
15567;weiblich;1943-02-15;Musterstraße 56;10115;Berlin
15568;männlich;1988-07-05;Musterstraße 89;04109;Leipzig
15569;männlich;2008-08-26;Musterstraße 9;44135;Dortmund
15570;weiblich;1941-06-23;Musterstraße 23;20095;Hamburg
15571;weiblich;1984-09-12;Musterstraße 58;20095;Hamburg
15572;divers;2007-10-08;Musterstraße 84;50667;Köln
15573;männlich;1959-10-20;Musterstraße 47;50667;Köln
15574;divers;1995-12-07;Musterstraße 89;45127;Essen
15575;weiblich;2008-10-02;Musterstraße 89;60311;Frankfurt
15576;männlich;1966-10-07;Musterstraße 18;60311;Frankfurt
15577;männlich;1979-01-06;Musterstraße 4;60311;Frankfurt
15578;männlich;1971-05-25;Musterstraße 95;20095;Hamburg
15579;weiblich;1950-05-11;Musterstraße 11;45127;Essen
15580;divers;1944-01-26;Musterstraße 87;70173;Stuttgart
15581;männlich;1966-04-27;Musterstraße 86;60311;Frankfurt
15582;divers;1958-01-23;Musterstraße 96;20095;Hamburg
15583;divers;1989-01-08;Musterstraße 28;45127;Essen
15584;divers;1988-09-15;Musterstraße 56;40213;Düsseldorf
15585;weiblich;1977-01-01;Musterstraße 67;60311;Frankfurt
15586;weiblich;1955-01-14;Musterstraße 40;20095;Hamburg
15587;weiblich;1997-04-12;Musterstraße 75;70173;Stuttgart
15588;weiblich;1971-01-08;Musterstraße 80;10115;Berlin
15589;weiblich;1945-07-29;Musterstraße 33;44135;Dortmund
15590;männlich;1989-09-30;Musterstraße 24;40213;Düsseldorf
15591;männlich;1981-06-28;Musterstraße 16;50667;Köln
15592;divers;1984-11-13;Musterstraße 72;44135;Dortmund
15593;divers;1999-08-20;Musterstraße 61;60311;Frankfurt
15594;weiblich;2006-02-16;Musterstraße 95;10115;Berlin
15595;männlich;1996-10-27;Musterstraße 67;45127;Essen
15596;divers;2006-01-18;Musterstraße 18;70173;Stuttgart
15597;weiblich;1971-08-06;Musterstraße 59;45127;Essen
15598;divers;1985-01-19;Musterstraße 52;44135;Dortmund
15599;weiblich;2003-08-14;Musterstraße 47;20095;Hamburg
15600;weiblich;1959-10-21;Musterstraße 89;70173;Stuttgart
15601;männlich;1989-04-17;Musterstraße 61;50667;Köln
15602;divers;2004-01-31;Musterstraße 33;04109;Leipzig
15603;männlich;1942-08-31;Musterstraße 1;44135;Dortmund
15604;divers;1951-11-08;Musterstraße 94;80331;München
15605;männlich;1994-01-05;Musterstraße 86;10115;Berlin
15606;weiblich;1952-10-26;Musterstraße 76;70173;Stuttgart
15607;weiblich;2008-12-30;Musterstraße 75;50667;Köln
15608;divers;1999-05-23;Musterstraße 39;40213;Düsseldorf
15609;weiblich;1961-03-08;Musterstraße 92;50667;Köln
15610;männlich;2000-08-08;Musterstraße 98;40213;Düsseldorf
15611;divers;1962-11-13;Musterstraße 71;45127;Essen
15612;divers;1948-05-15;Musterstraße 19;10115;Berlin
15613;männlich;1971-12-12;Musterstraße 51;45127;Essen
15614;männlich;1993-08-04;Musterstraße 14;04109;Leipzig
15615;weiblich;2006-12-24;Musterstraße 76;50667;Köln
15616;divers;1940-08-21;Musterstraße 14;10115;Berlin
15617;divers;1955-01-09;Musterstraße 40;20095;Hamburg
15618;männlich;1947-03-21;Musterstraße 57;60311;Frankfurt
15619;männlich;2005-11-09;Musterstraße 78;20095;Hamburg
15620;weiblich;1980-05-05;Musterstraße 46;20095;Hamburg
15621;divers;1950-04-09;Musterstraße 66;60311;Frankfurt
15622;divers;1975-09-29;Musterstraße 42;50667;Köln
15623;divers;1952-10-21;Musterstraße 19;44135;Dortmund
15624;männlich;1962-09-30;Musterstraße 88;80331;München
15625;weiblich;1953-06-17;Musterstraße 90;45127;Essen
15626;weiblich;2003-02-14;Musterstraße 91;50667;Köln
15627;weiblich;1990-05-12;Musterstraße 47;44135;Dortmund
15628;divers;1993-05-24;Musterstraße 5;50667;Köln
15629;weiblich;1942-08-05;Musterstraße 46;70173;Stuttgart
15630;divers;1997-07-19;Musterstraße 32;45127;Essen
15631;divers;1953-08-28;Musterstraße 47;04109;Leipzig
15632;weiblich;2000-05-31;Musterstraße 25;20095;Hamburg
15633;divers;1959-04-25;Musterstraße 69;50667;Köln
15634;weiblich;1984-03-07;Musterstraße 35;10115;Berlin
15635;männlich;2000-10-20;Musterstraße 5;70173;Stuttgart
15636;männlich;1957-09-21;Musterstraße 15;04109;Leipzig
15637;weiblich;1998-05-19;Musterstraße 1;20095;Hamburg
15638;divers;2007-06-22;Musterstraße 96;40213;Düsseldorf
15639;weiblich;1954-05-24;Musterstraße 1;50667;Köln
15640;divers;2004-07-17;Musterstraße 38;45127;Essen
15641;weiblich;1988-03-10;Musterstraße 64;80331;München
15642;weiblich;1958-10-09;Musterstraße 83;50667;Köln
15643;weiblich;1996-08-10;Musterstraße 45;70173;Stuttgart
15644;weiblich;1995-12-17;Musterstraße 1;50667;Köln
15645;männlich;1948-08-14;Musterstraße 85;40213;Düsseldorf
15646;männlich;1995-01-14;Musterstraße 8;80331;München
15647;divers;1969-11-26;Musterstraße 17;45127;Essen
15648;weiblich;1998-12-19;Musterstraße 85;80331;München
15649;weiblich;1987-02-09;Musterstraße 52;20095;Hamburg
15650;männlich;2006-05-14;Musterstraße 8;20095;Hamburg
15651;männlich;1971-11-07;Musterstraße 58;45127;Essen
15652;divers;1940-12-24;Musterstraße 3;60311;Frankfurt
15653;männlich;1989-09-21;Musterstraße 66;70173;Stuttgart
15654;divers;1982-08-31;Musterstraße 13;60311;Frankfurt
15655;weiblich;1967-12-27;Musterstraße 16;20095;Hamburg
15656;männlich;2003-07-24;Musterstraße 28;20095;Hamburg
15657;divers;1978-05-03;Musterstraße 99;44135;Dortmund
15658;divers;1958-07-28;Musterstraße 24;44135;Dortmund
15659;männlich;2007-03-25;Musterstraße 23;60311;Frankfurt
15660;divers;1974-08-17;Musterstraße 80;80331;München
15661;divers;1943-01-05;Musterstraße 11;70173;Stuttgart
15662;divers;1958-11-25;Musterstraße 6;80331;München
15663;männlich;1963-11-05;Musterstraße 60;10115;Berlin
15664;divers;1985-07-10;Musterstraße 60;40213;Düsseldorf
